molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,SMILES
CHEMBL3823538,4.87,IC50,nM,13500,IC50,uM,13.5,COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4cccc(C)c4)CC3)c2c1
CHEMBL3822670,5.31,IC50,nM,4940,IC50,uM,4.94,Cc1ccc(CN2CCC(CC(=O)NCCc3c[nH]c4ccccc34)CC2)cc1
CHEMBL3822790,5.03,IC50,nM,9260,IC50,uM,9.26,COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4ccc(C)cc4)CC3)c2c1
CHEMBL3824057,5.11,IC50,nM,7850,IC50,uM,7.85,O=C(NCCc1c[nH]c2ccccc12)C1CCN(Cc2ccccc2)CC1
CHEMBL3824362,4.91,IC50,nM,12220,IC50,uM,12.22,COc1ccc2[nH]cc(CCNC(=O)C3CCN(Cc4ccccc4)CC3)c2c1
CHEMBL3822890,5.45,IC50,nM,3560,IC50,uM,3.56,Cc1ccccc1CN1CCC(C(=O)NCCc2c[nH]c3ccccc23)CC1
CHEMBL3823578,5.13,IC50,nM,7420,IC50,uM,7.42,COc1ccc2[nH]cc(CCNC(=O)C3CCN(Cc4ccccc4C)CC3)c2c1
CHEMBL3823197,5.08,IC50,nM,8320,IC50,uM,8.32,O=C(CCc1c[nH]c2ccccc12)NC1CCN(Cc2ccccc2)CC1
CHEMBL3824248,6.56,IC50,nM,273,IC50,uM,0.273,O=C(CCc1c[nH]c2ccccc12)NCCC1CCN(Cc2ccccc2)CC1
CHEMBL502,6.92,IC50,nM,120,IC50,uM,0.12,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL95,6.35,IC50,nM,450,IC50,uM,0.45,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL3828259,7.09,IC50,nM,80.5,IC50,nM,80.5,Cc1cc(=O)oc2cc(OCCCN(C)Cc3cccc(OC(=O)NCCCCCc4ccccc4)c3)ccc12
CHEMBL3827734,7.05,IC50,nM,89.9,IC50,nM,89.9,CN(CCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1
CHEMBL3827064,6.41,IC50,nM,390,IC50,nM,390,CN(CCCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1
CHEMBL3828631,6.9,IC50,nM,125,IC50,nM,125,CN(CCCOc1ccc2cc(-c3ccccc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1
CHEMBL3827589,6.51,IC50,nM,312,IC50,nM,312,COc1ccc(-c2cc3ccc(OCCCN(C)Cc4cccc(OC(=O)NCCCCCc5ccccc5)c4)cc3oc2=O)cc1
CHEMBL812,6.46,IC50,nM,350,IC50,uM,0.35,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-]
CHEMBL3828679,6.34,IC50,nM,460,IC50,uM,0.46,CCCCCCCCCC(C)C1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-]
CHEMBL3827011,5.89,IC50,nM,1300,IC50,uM,1.3,CCCCCCCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-]
CHEMBL3828028,5.68,IC50,nM,2100,IC50,uM,2.1,CCCCCCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-]
CHEMBL3827058,6.75,IC50,nM,179,IC50,nM,179,COc1ccc(-c2cc3cc(OCCCN(C)Cc4cccc(OC(=O)NCCCCCc5ccccc5)c4)ccc3oc2=O)cc1
CHEMBL3827189,6.05,IC50,nM,900,IC50,nM,900,CN(CCCOc1ccc2cc(-c3ccc(Cl)cc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1
CHEMBL440526,7.43,IC50,nM,37.4,IC50,nM,37.4,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1
CHEMBL3827288,7.67,IC50,nM,21.6,IC50,nM,21.6,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1
CHEMBL128390,7.89,IC50,nM,13,IC50,nM,13,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1
CHEMBL3827432,6.96,IC50,nM,109,IC50,nM,109,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCCc2ccccc2)c1
CHEMBL3828293,7.05,IC50,nM,88.1,IC50,nM,88.1,CN(CCCCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1
CHEMBL3828693,7.95,IC50,nM,11.3,IC50,nM,11.3,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3ccc(=O)oc3c2)c1
CHEMBL3827610,7.74,IC50,nM,18.3,IC50,nM,18.3,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1
CHEMBL3827044,8.16,IC50,nM,6.92,IC50,nM,6.92,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c(c2)Oc2ncccc2C3)c1
CHEMBL3828054,6.59,IC50,nM,255,IC50,nM,255,O=C(NCCCCCc1ccccc1)Oc1ccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1
CHEMBL3827220,6.04,IC50,nM,922,IC50,nM,922,O=C(NCCCCCc1ccccc1)Oc1cccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1
CHEMBL3828696,6.67,IC50,nM,214,IC50,nM,214,CCCCCCCNC(=O)Oc1ccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1
CHEMBL3827284,5.98,IC50,nM,1044,IC50,nM,1044,CCCCCCCNC(=O)Oc1cccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1
CHEMBL3827950,4.32,IC50,nM,47900,IC50,nM,47900,O=C(NCCCCCc1ccccc1)Oc1ccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1
CHEMBL3828281,5.93,IC50,nM,1175,IC50,nM,1175,O=C(NCCCCCc1ccccc1)Oc1cccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1
CHEMBL3828443,6.15,IC50,nM,702,IC50,nM,702,CCCCCCCNC(=O)Oc1cccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1
CHEMBL3827765,5.42,IC50,nM,3800,IC50,nM,3800,CCCCCCc1ccc(NC(=O)Oc2cccc(CN(C)CCCOc3ccc4ccc(=O)oc4c3)c2)cc1
CHEMBL636,5.81,IC50,nM,1535,IC50,nM,1535,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CHEMBL291233,4.66,Kd,nM,21860,Kd,uM,21.86,O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1.[Cl-].[Cl-]
CHEMBL748,4.5,Kd,nM,31390,Kd,uM,31.39,C[n+]1ccccc1/C=N/O.[Cl-]
CHEMBL3828586,4.6,Kd,nM,25280,Kd,uM,25.28,NC(=O)c1cc[n+](CCCCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-]
CHEMBL3828385,4.91,Kd,nM,12330,Kd,uM,12.33,NC(=O)c1cc[n+](CCCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-]
CHEMBL3828381,4.26,Kd,nM,55500,Kd,uM,55.5,NC(=O)c1cc[n+](CCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-]
CHEMBL291233,4.67,Kd,nM,21480,Kd,uM,21.48,O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1.[Cl-].[Cl-]
CHEMBL748,4.59,Kd,nM,25720,Kd,uM,25.72,C[n+]1ccccc1/C=N/O.[Cl-]
CHEMBL3828586,4.18,Kd,nM,66700,Kd,uM,66.7,NC(=O)c1cc[n+](CCCCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-]
CHEMBL3828385,4.45,Kd,nM,35220,Kd,uM,35.22,NC(=O)c1cc[n+](CCCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-]
CHEMBL3828381,5.18,Kd,nM,6540,Kd,uM,6.54,NC(=O)c1cc[n+](CCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-]
CHEMBL3827575,5.64,Kd,nM,2310,Kd,uM,2.31,NC(=O)c1cc[n+](CC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-]
CHEMBL502,8,IC50,nM,10,IC50,uM,0.01,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL3949439,5.46,IC50,nM,3490,IC50,uM,3.49,CN(Cc1ccccc1)Cc1ccc(NC(=O)/C=C/c2cccc(O)c2)cc1
CHEMBL3978533,5.24,IC50,nM,5760,IC50,uM,5.76,COc1ccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1
CHEMBL3919086,5.33,IC50,nM,4670,IC50,uM,4.67,COc1cccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)c1
CHEMBL3945872,5.22,IC50,nM,5990,IC50,uM,5.99,COc1cc(/C=C/C(=O)Nc2cccc(CN(C)Cc3ccccc3)c2)ccc1O
CHEMBL3917990,5.4,IC50,nM,3980,IC50,uM,3.98,COc1ccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1OC
CHEMBL3936989,5.06,IC50,nM,8730,IC50,uM,8.73,COc1ccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)c(OC)c1
CHEMBL3818992,5.76,IC50,nM,1750,IC50,uM,1.75,O=C(/C=C/c1ccc(O)c(O)c1)NCCC1CCN(Cc2ccccc2)CC1
CHEMBL3965783,6,IC50,nM,990,IC50,uM,0.99,O=C(/C=C/c1ccc(O)cc1O)NCCC1CCN(Cc2ccccc2)CC1
CHEMBL3819320,6,IC50,nM,1010,IC50,uM,1.01,O=C(/C=C/c1ccc(O)cc1)NCCC1CCN(Cc2ccccc2)CC1
CHEMBL3892044,5.95,IC50,nM,1120,IC50,uM,1.12,O=C(/C=C/c1cccc(O)c1)NCCC1CCN(Cc2ccccc2)CC1
CHEMBL3818089,6.41,IC50,nM,390,IC50,uM,0.39,COc1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O
CHEMBL3916769,6.2,IC50,nM,630,IC50,uM,0.63,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)c(OC)c1
CHEMBL3905695,6.31,IC50,nM,490,IC50,uM,0.49,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1
CHEMBL3818512,6.12,IC50,nM,750,IC50,uM,0.75,COc1cccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)c1
CHEMBL3818689,6.58,IC50,nM,260,IC50,uM,0.26,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1OC
CHEMBL3931599,5.01,IC50,nM,9700,IC50,uM,9.7,C#CCN(Cc1ccc2cccc(O)c2n1)CC1CCN(Cc2ccccc2)CC1
CHEMBL3892118,5.39,IC50,nM,4100,IC50,uM,4.1,C#CCN(CCC1CCN(Cc2ccccc2)CC1)Cc1ccc2cccc(O)c2n1
CHEMBL3961103,5.82,IC50,nM,1500,IC50,uM,1.5,C#CCN(CCCC1CCN(Cc2ccccc2)CC1)Cc1ccc2cccc(O)c2n1
CHEMBL3901082,4.19,IC50,nM,64200,IC50,uM,64.2,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)C1CCN(Cc2ccccc2)CC1
CHEMBL3972214,5.48,IC50,nM,3300,IC50,uM,3.3,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CC1CCN(Cc2ccccc2)CC1
CHEMBL3910142,7.54,IC50,nM,29,IC50,uM,0.029,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1
CHEMBL3910142,7.82,Ki,nM,15,Ki,uM,0.015,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1
CHEMBL502,8.05,IC50,nM,9,IC50,uM,0.009,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL3291019,6.46,IC50,nM,350,IC50,uM,0.35,C#CCN(Cc1ccc(O)c2ncccc12)C(C#N)CCC1CCN(Cc2ccccc2)CC1
CHEMBL3910142,7.83,Ki,nM,14.9,Ki,nM,14.9,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1
CHEMBL3931517,4.37,IC50,nM,43000,IC50,uM,43,O=C(COc1ccccc1)N1CCN(C2CCN(Cc3ccccc3)CC2)CC1
CHEMBL577016,5.29,IC50,nM,5100,IC50,uM,5.1,CCSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CCN(Cc1ccccc1)C3
CHEMBL3965046,4.51,IC50,nM,31000,IC50,uM,31,CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccccc4)cc3)CC2)CC1
CHEMBL1459580,7.52,IC50,nM,30,IC50,uM,0.03,O=C(COc1ccc(Cl)cc1Cl)Nc1ccc(CN2CCCCC2)cc1
CHEMBL502,7.05,IC50,nM,90,IC50,uM,0.09,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL3957099,5.19,IC50,nM,6390,IC50,uM,6.39,S=C1/C(=C/c2ccccc2)Oc2ccccc21
CHEMBL3950130,6.01,IC50,nM,980,IC50,uM,0.98,CC(C)Cc1ccc(/C=C2\Oc3ccccc3C2=O)cc1
CHEMBL611941,5.9,IC50,nM,1260,IC50,uM,1.26,COc1ccc(/C=C2\Oc3ccccc3C2=O)cc1
CHEMBL3921061,6.06,IC50,nM,870,IC50,uM,0.87,CN(C)C(=O)Oc1cccc(C(=O)/C=C/c2ccc(O)cc2)c1
CHEMBL3948367,5.09,IC50,nM,8050,IC50,uM,8.05,COc1ccc(/C=C/C(=O)c2cccc(OC(=O)N(C)C)c2)cc1
CHEMBL636,5.51,IC50,nM,3120,IC50,uM,3.12,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CHEMBL3921061,6.28,Ki,nM,520,Ki,uM,0.52,CN(C)C(=O)Oc1cccc(C(=O)/C=C/c2ccc(O)cc2)c1
CHEMBL353468,6.61,IC50,nM,243,IC50,uM,0.243,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3C)CC1)C2
CHEMBL170946,7.06,IC50,nM,88,IC50,uM,0.088,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C)c3)CC1)C2
CHEMBL354848,6.9,IC50,nM,127,IC50,uM,0.127,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(C)cc3)CC1)C2
CHEMBL3943450,7.5,IC50,nM,32,IC50,uM,0.032,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3F)CC1)C2
CHEMBL3927363,7.27,IC50,nM,54,IC50,uM,0.054,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(F)c3)CC1)C2
CHEMBL3985059,7.39,IC50,nM,41,IC50,uM,0.041,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(F)cc3)CC1)C2
CHEMBL3933395,7.01,IC50,nM,97,IC50,uM,0.097,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3Cl)CC1)C2
CHEMBL3960861,6.94,IC50,nM,114,IC50,uM,0.114,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(Cl)c3)CC1)C2
CHEMBL3926911,5.54,IC50,nM,2860,IC50,uM,2.86,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(Cl)cc3)CC1)C2
CHEMBL3890758,5.31,IC50,nM,4870,IC50,uM,4.87,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3C(F)(F)F)CC1)C2
CHEMBL3961494,5.67,IC50,nM,2120,IC50,uM,2.12,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C(F)(F)F)c3)CC1)C2
CHEMBL3892502,5.26,IC50,nM,5430,IC50,uM,5.43,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(C(F)(F)F)cc3)CC1)C2
CHEMBL145361,5.51,IC50,nM,3110,IC50,uM,3.11,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3[N+](=O)[O-])CC1)C2
CHEMBL435071,6.19,IC50,nM,652,IC50,uM,0.652,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc([N+](=O)[O-])c3)CC1)C2
CHEMBL171048,5.72,IC50,nM,1910,IC50,uM,1.91,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc([N+](=O)[O-])cc3)CC1)C2
CHEMBL3910513,6.83,IC50,nM,147,IC50,uM,0.147,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccn3)CC1)C2
CHEMBL3891369,6.95,IC50,nM,113,IC50,uM,0.113,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ncccc3C)CC1)C2
CHEMBL3919441,7.14,IC50,nM,73,IC50,uM,0.073,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C)n3)CC1)C2
CHEMBL3900401,6.09,IC50,nM,814,IC50,uM,0.814,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ncc(C)cc3C)CC1)C2
CHEMBL3928343,6.71,IC50,nM,195,IC50,uM,0.195,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(F)n3)CC1)C2
CHEMBL3944652,6.05,IC50,nM,883,IC50,uM,0.883,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(Cl)n3)CC1)C2
CHEMBL3973337,5.7,IC50,nM,1980,IC50,uM,1.98,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(Br)n3)CC1)C2
CHEMBL3889713,5.24,IC50,nM,5780,IC50,uM,5.78,COC(=O)c1cccc(CN2CCC(CC3Cc4cc(OC)c(OC)cc4C3=O)CC2)n1
CHEMBL3889625,5.07,IC50,nM,8430,IC50,uM,8.43,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc4ccccc4n3)CC1)C2
CHEMBL3934564,4.53,IC50,nM,29800,IC50,uM,29.8,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc4cccc(O)c4n3)CC1)C2
CHEMBL3950063,4.68,IC50,nM,20900,IC50,uM,20.9,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(O)c4ncccc34)CC1)C2
CHEMBL502,7.32,IC50,nM,48,IC50,uM,0.048,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL95,6.34,IC50,nM,459,IC50,uM,0.459,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL3984034,5.49,IC50,nM,3220,IC50,uM,3.22,Cc1ccc(/C=C2\CN(Cc3cccc(C)c3)C/C(=C\c3ccc(C)cc3)C2=O)cc1
CHEMBL3955393,5.71,IC50,nM,1930,IC50,uM,1.93,O=C1/C(=C/c2ccccc2)CN(Cc2ccc3ccccc3c2)C/C1=C\c1ccccc1
CHEMBL3976003,5.5,IC50,nM,3180,IC50,uM,3.18,Cc1cccc(CN2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)c1
CHEMBL3928840,5.8,IC50,nM,1590,IC50,uM,1.59,Cc1ccc(/C=C2\CN(Cc3ccc4ccccc4c3)C/C(=C\c3ccc(C)cc3)C2=O)cc1
CHEMBL3983017,6.08,IC50,nM,830,IC50,uM,0.83,O=C1/C(=C/c2ccc(Br)cc2)CN(Cc2ccc3ccccc3c2)C/C1=C\c1ccc(Br)cc1
CHEMBL3901794,5.75,IC50,nM,1800,IC50,uM,1.8,Cc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc(C)cc4)N2C3c2ccc(C)cc2)cc1
CHEMBL3972865,5.64,IC50,nM,2270,IC50,uM,2.27,Cc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc(Br)cc4)N2C3c2ccc(C)cc2)cc1
CHEMBL3910830,6.01,IC50,nM,980,IC50,uM,0.98,Cc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc5ccccc5c4)N2C3c2ccc(C)cc2)cc1
CHEMBL3945423,5.96,IC50,nM,1090,IC50,uM,1.09,Cc1ccc(C2=CSC3=NC4=C(CNC/C4=C/c4ccc(Cl)cc4)C(c4ccc(Cl)cc4)N23)cc1
CHEMBL3930722,5.87,IC50,nM,1350,IC50,uM,1.35,Clc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc5ccccc5c4)N2C3c2ccc(Cl)cc2)cc1
CHEMBL3958208,5.83,IC50,nM,1480,IC50,uM,1.48,Brc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccccc4)N2C3c2ccc(Br)cc2)cc1
CHEMBL3921785,6,IC50,nM,1010,IC50,uM,1.01,Cc1ccc(C2=CSC3=NC4=C(CNC/C4=C/c4ccc(Br)cc4)C(c4ccc(Br)cc4)N23)cc1
CHEMBL3948489,6.14,IC50,nM,730,IC50,uM,0.73,Brc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc5ccccc5c4)N2C3c2ccc(Br)cc2)cc1
CHEMBL659,5.89,IC50,nM,1300,IC50,uM,1.3,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
CHEMBL3884988,7.36,IC50,nM,43.6,IC50,nM,43.6,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21
CHEMBL3884618,8.01,IC50,nM,9.7,IC50,nM,9.7,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21
CHEMBL3884858,7.74,IC50,nM,18.2,IC50,nM,18.2,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21
CHEMBL3885186,7.89,IC50,nM,12.9,IC50,nM,12.9,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21
CHEMBL3884690,8.21,IC50,nM,6.2,IC50,nM,6.2,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21
CHEMBL3883432,8.89,IC50,nM,1.3,IC50,nM,1.3,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21
CHEMBL502,8.22,IC50,nM,6,IC50,nM,6,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL95,6.88,IC50,nM,131,IC50,nM,131,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL398628,6.74,IC50,nM,182,IC50,10'-7M,1.82,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3
CHEMBL3971112,4.9,IC50,nM,12600,IC50,uM,12.6,O=C1NCCCc2c1c1ccccc1n2CCc1ccccc1
CHEMBL3919289,5,IC50,nM,10000,IC50,uM,10,O=C1NCCCc2c1c1ccccc1n2CCc1ccc(F)cc1
CHEMBL3922423,7.48,IC50,nM,33,IC50,nM,33,O=C1c2ccccc2S(=O)(=O)N1CCCCCNCc1ccccc1
CHEMBL3913078,5.96,Ki,nM,1108,Ki,nM,1108,CC(=O)/C(=N\O)C(=O)Nc1cnc2c(c1)CC(N(C)CCc1ccccc1)CC2
CHEMBL3979816,6.63,Ki,nM,233,Ki,nM,233,COc1ccc(CN2CCCCC2COc2ccc(C(=O)/C=N\O)cn2)cc1OC
CHEMBL3235219,6.75,Ki,nM,180,Ki,nM,180,O=C(/C=N/O)c1cccnc1OCC1CCN(Cc2ccccc2)CC1
CHEMBL3915239,7.51,Ki,nM,31,Ki,nM,31,O=C(/C=N\O)c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1
CHEMBL3235208,5.64,Ki,nM,2300,Ki,nM,2300,CC(=O)/C(=N\O)C(=O)NCC1CCN(Cc2ccccc2)CC1
CHEMBL3304357,8.36,IC50,nM,4.4,IC50,nM,4.4,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2
CHEMBL3304306,8.44,IC50,nM,3.6,IC50,nM,3.6,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2
CHEMBL4113560,8.62,IC50,nM,2.4,IC50,nM,2.4,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@H](C1)C2
CHEMBL4109726,5.53,IC50,nM,2930,IC50,nM,2930,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@@H](C1)C2
CHEMBL3303094,8.12,IC50,nM,7.6,IC50,nM,7.6,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2
CHEMBL3304241,7.76,IC50,nM,17.4,IC50,nM,17.4,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2
CHEMBL3304178,7.74,IC50,nM,18.2,IC50,nM,18.2,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCc4ccc(CNC(=O)c5cc(O)c6c(c5)C(=O)c5cccc(O)c5C6=O)cc4)c3C(C1)C2
CHEMBL140476,9.16,IC50,nM,0.69,IC50,nM,0.69,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2
CHEMBL1161905,9.37,IC50,nM,0.43,IC50,nM,0.43,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2
CHEMBL4112162,7.87,IC50,nM,13.6,IC50,nM,13.6,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2
CHEMBL3892148,6.73,IC50,nM,186,IC50,nM,186,COc1ccc2nc(NCCc3cc[n+](Cc4ccccc4)cc3)sc2c1
CHEMBL3937964,6.65,IC50,nM,223,IC50,nM,223,COc1ccc2nc(NCCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2c1
CHEMBL3910025,6.69,IC50,nM,203,IC50,nM,203,COc1ccc2nc(NCCc3cc[n+](Cc4c(F)cccc4F)cc3)sc2c1
CHEMBL3952144,6.57,IC50,nM,269,IC50,nM,269,Fc1ccc(C[n+]2ccc(CCNc3nc4ccc(F)cc4s3)cc2)cc1
